SNo,Project Name,Scheme Name,PI Details
3176,Indigenous development of machine learning enabled ultrasonic guided wave based low-cost wireless structural health monitoring system,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Siddharth Tallur
3177,Heat conduction in objective structures,MATRICS - MATRICS Expert Committee,Amit Singh
3178,A Randomized Control Trial (RCT) of Effect of Contractual Design Changes on Weather Insurance Adoption,MATRICS - MATRICS Expert Committee,Sarthak Gaurav
3179,Versatile Scheduling Policies with Provable Guarantees for Latency Sensitive Systems,MATRICS - MATRICS Expert Committee,Sharayu Moharir
3180,Leveraging Edge Resources for Service Hosting,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Sharayu Moharir
3181,"Crustal architecture and mechanism of rifting along the western continental margin of India, and their implications on flank uplift topography evolution and tectono-magmatic history: Constraints from multi-scale potential field modeling, geochemical and geochronological data",CRG (Core Research Grant) (PAC Earth & Atmospheric Sciences),M Radhakrishna
3182,Non-episodic reinforcement learning with finite time regret guarantees,MATRICS - MATRICS Expert Committee,Jayakrishnan Nair
3183,Algorithms and software for mixed-Integer Quadratically constrained Optimization,CRG (Core Research Grant) (PAC Mathematical Science),Ashutosh Mahajan
3184,Online Learning with Constraints,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Jayakrishnan Nair
3185,Sustainable Technology for Smart Off-Grid Renewable Energy Transformation and Electrochemical Storage Management,IRHPA (Intensification of Research in High Priority Areas),Sagar Mitra
3186,Method Apparatus for dynamic amplification of motion with frictionless precision guidance,SERB-TETRA (Technology Translation Award) (Engineering Sciences),Prasanna Subhash Gandhi
3187,Solar-driven phonon transport in isolated hard-carbon nanostructures : From light-mills to solar-driven space heating,SwarnaJayanti Fellowship,Subramaniam Chandramouli
3188,Operator theory on the bidisc and the symmetrized bidisc,MATRICS - MATRICS Expert Committee,Bata Krishna Das
3189,J C Bose Fellowship,J C Bose Fellowship,Dipendra Prasad
3190,"Development of Economically Scalable Process to manufacture Graphene of a few layers, Dispersions in different Polymers & Study of the Properties of these compounds for different applications",-,Arup Ranjan Bhattacharyya
3191,"Investigations into the mechanisms of deformation in medium Mn steel, which will lead to the development of a microstructure informed model for deformation",-,Prita Pant
3192,Electro-dermal activity analysis using TI AFE4500,TI Scholarship and Internship,Maryam Shojaei Baghini
3193,Machine Learning Methods for Test Data Analysis to Drive Low Power Test,TI Scholarship and Internship,Maryam Shojaei Baghini
3194,Memorandum of Understanding with Texas Instruments for M Tech Project Sponsorship,TI Scholarship and Internship,Vikram Manohar Gadre
3195,Fabrication and Characterization of Perovskite films for photovoltaic applications,-,Sudhanshu Mallick
3196,Design and development of underwater Remotely Operated Vehicle (ROV) for inspection and surveillance,IMPRINT-2,Leena Vachhani
3197,2022 Verisk AI Faculty Research Awards,2022 Verisk AI Faculty Research Awards,Pushpak Paramesh Chandra Bhattacharyya
3198,Dual active CO2 removal system - Student Award,Student Award,Arnab Dutta
3199,"Research and Development Project for using inert, debris and soil generated from the landfill mining process in reclamation of stone quarries",-,Devendra Narain Singh
3200,Design of mm-wave components for biomarker imaging,-,Siddhartha Duttagupta
3201,"Entrepreneurship Intention and Behavior: Theoretical and Empirical Studies based on Tri Gunas, Tri Shaktis and five Factors of Action and Result given in IKS",IKS (Indian Knowledge System) Research Projects Scheme,Ashish Harinarayan Pandey
3202,Producton of 2-KLG,-,Santosh Bonaventure Noronha
3203,Development of Computational Methods to Study Deposition Processes,-,Gopalan Rajaraman
3204,Modelling and control of thermal processes in a process chamber,-,Vivek Natarajan
3205,Development of Computational Methods to Study Deposition processes,-,Gopalan Rajaraman
3206,Development of Computational Understanding to Study Fast ALD Processes,-,Triratna Muneshwar
3207,Liquid-ALD coating on quantum dots,-,Murugavel Ramaswamy
3208,Towards Fairness in Speech Recognition using Targeted Subset Selection and Active Semi-supervised Learning,Amazon Research Awards,Preethi Jyothi
3209,Information Display Design and Human System Integration for Advance Fighter Aircrafts,Grant-in-Aid,Vivek Kant
3210,Rate-dependent Constitutive Modeling of Shape Memory Alloy (SMA) Composite for Ballistic Response,Grant-in-Aid,Krishnendu Haldar
3211,Design Analysis and Fabrication of a Bat-like Biomimetic Wing,Student Innovation Grant Programme FROM IISC,Prasanna Subhash Gandhi
3212,Characterization of the landfill mined residues of Mulund Dumping Groun,-,Devendra Narain Singh
3213,Accurate ECG Patch for Holter Monitoring,BETIC-ETA (Early Translator Accelerator),Rohit Srivastava
3214,Pelvic floor meshes for perimenopausal and postmenopausal women,PACE (Promoting Academic Research Conversion to Enterprise),Jayesh Ramesh Bellare
3215,NV center as a platform for quantum simulation,Chanakya Post Graduate Fellowship,Kasturi Saha
3216,Reservoir characterization and numerical modeling of coal reservoir for enhanced Coal bed methane recovery and prospects for carbon sequestration.,-,Vikram Vishal
3217,Development of Sanskrit Wordnet,Ashtadaashi (18 Projects),Malhar Arvind Kulkarni
3218,Multiscale modelling of chromatin assembly and dynamics,Biotechnology Research and Development,Prakash Nanthagopalan
3219,Developing highly efficacious and affordable CAR T Cell therapy for glioblastoma a multi-Institutional preclinical Study,Biotechnology Research and Development,Ashutosh Kumar
3220,A novel approach in finding the potential biomarker for detecting Parkinson's disease using 'Protein Misfolding Cyclic Amplification' technique,Biotechnology Research and Development,Samir Kumar Maji
3221,Feasiblity study of laser induced sonic waves imaging for remote detection of target submerged in water,CARS (Contract for Acquisition of Research Services),Dipankar Saha
3222,Development of Process for Small Scale Production of Gel Based SlurryFuel (upto 50 % Loading of Boron in JP-10),CARS (Contract for Acquisition of Research Services),Jyoti Ravishanker Seth
3223,3D Autonomous Navigation of Underwater Vehicle,CARS (Contract for Acquisition of Research Services),Leena Vachhani
3224,DST-Bioenergy and H2MAP,"ITDD (Innovation, Technology Development and Deployment)",Arnab Dutta
3225,Centre of Excellence (CoE) on Membrane Technologies for Desalination Brine Management and Water Recycling,"ITDD (Innovation, Technology Development and Deployment) - WTI (Water Technology Initiative) Call 2021 on Desalination technologies",Swatantra Pratap Singh
3226,Multifunctional Additive and Ablative Materials Processing via Quasi-Continuous Wave Fiber Laser for Novel Industrial Applications,IMPRINT IIC.2,Ramesh Kumar Singh
3227,Multifunctional Additive and Ablative Materials Processing via Quasi-Continuous Wave Fiber Laser for Novel Industrial Applications,IMPRINT IIC.2,Ramesh Kumar Singh
3228,Real-time sensors for sustainable groundwater quality management,AISRF (Indo Australia Strategic Research Fund),Shobha Shukla
3229,Search for novel topological materials- A joint theoretical and experimental investigation,International Coooperation - Indo-Russian DST-RSF,Krishnawarrier Gopinathawarrier Suresh
3230,"Safety assessment and long-term ageing monitoring of heritage masonry structures using high-definition surveying, innovative inverse analysis and IoT",International cooperation - India Italy call for Significant Research,Siddhartha Ghosh
3231,Holding of 2nd Meeting of Subject Expert Committee-Physical Sciences (FIST 2022 Program) for Presentation of New Proposals under FIST,FIST (Fund for Improvement S&T Infrastructure),Anindya Dutta
3232,Organizing 5th meeting of the Sub-committee BDTD programme for review of hubs and the projects sanctioned on 6th January 2023,"ITDD (Innovation, Technology Development and Deployment)",Deepak Marla
3233,Azure4GEO-Deep learning based crop characterization with synergistic use of SAR and optical data on cloud computing platform,-,Avik Bhattacharya
3234,CFD Modelling of CNT distribution in polymer extrusion,-,Abhilash Chandy
3235,Motion-planning for Self-Driving Cars on Highways,-,Arpita Sinha
3236,New Political Economy Initiative,-,Anush Kapadia
3237,Solving Combinatorial Optimization Problems Using Spintronic and Quantum Hardware,-,Debanjan Bhowmik
3238,Goa common Entrance Test2023,GOA Common Entrance Test,Syed Salahuddin Major
3239,Distillation of ML Models,-,Ganesh Seshan Ramakrishnan
3240,Google India Research Award 2022,Google India Research award 2022,Biswabandan Panda
3241,Enhancing Learning to Rank by Fusing Embeddings from different Domains,Unrestricted Gift Award,Abir De
3242,Improving the blade efficiency of Metal blades of ceiling fans (Noise as well as air efficiency),-,Pradeep Amboor Madathil
3243,Feature film Project,-,Mazhar Kamran
3244,PAVITRA an air pollution intervention tool for India,-,Chandra Venkataraman
3245,Advanced flatness control of 6HI cold rolling mill,-,Sujit Suresh Jogwar
3246,Biologically relevant microfluidic AMD model for pre-clinical evaluation,-,Abhijit Majumder
3247,Cryogel mediated modulation of dendritic cells for cancer immunotherapy,-,Prakriti Tayalia
3248,IEEE Photonics student chapter IIT Bombay,-,Anshuman Kumar
3249,"WISE Women in Science, Engineering from Rural parts of India",-,Rajesh Harishchandra Zele
3250,An Integrated Liquid/Electrolyte gated transistor (EGT) Technology platform for rapid detection of Cancer-associated extracellular Vesicles.,IGSTC - WISER (Women Involvement in Science and Engineering Research),Dipti Gupta
3251,Computational Modelling of Boiling Heat Transfer,IGSTC - WISER (Women Involvement in Science and Engineering Research),Janani Srree Murallidharan
3252,Skin friction measurement in hypersonic flows,-,Viren I. Menezes
3253,Self-immolative polymer backbones derived from dialdehydes and degrading spacer units for transient electronics,-,Nandita Madhavan
3254,Development of whole field experimental technique for the coupled flow and heat transfer measurements in cryogenic two phase systems,-,Atul Srivastava
3255,A machine learning approach to estimate atomic and molecular properties accurately for space applications,-,Achintya Kumar Dutta
3256,Microstructure Property Correlation of Precipitation Hardenable Stainless Steels used in liquid propulsion applications,-,Indradev Samajdar
3257,Serpenoid robots for unmanned exploration of Moon and Mars,-,Harish Kumar Pillai
3258,Cytosine Synthesis & Process Development,-,Debabrata Maiti
3259,An Interpretable Unified Framework for Text-to-Text Translation among Indian Languages using Sanskrit-based Interlingua Representation,NLTM (National Language Translation Mission) : BHASHINI,Ganesh Seshan Ramakrishnan
3260,ASR for Extremely Low-Resource Indic Languages,NLTM (National Language Translation Mission),Preethi Jyothi
3261,National Workshop on Recent research trends in Ocean Engineering Science and Technology,-,Balaji Ramakrishnan
3262,Surface Topography and kinematics of active faulting in the Sub-Himalaya close to Chandigarh: Implications to infrastructure development and seismic hazard for a proposed smart city,REACHOUT (Research Education and Training Outreach),Soumyajit Shyamal Kumar Mukherjee
3263,National Workshop on Recent research trends in Ocean EngineeringScience and Technology,REACHOUT (Research Education and Training Outreach),Balaji Ramakrishnan
3264,NPTEL Translation Project (NMEICT Phase III),NMEICT (National Mission on Education through ICT) - Phase III,Nandita Madhavan
3265,Award money from Films,-,Sudesh Balan
3266,A Framework for Sub-Seasonal to Seasonal Integrated Agricultural Drought Prediction System over India,REACHOUT (Research Education and Training Outreach),Karthikeyan Lanka
3267,Radar Entomology in Near Real Time Using Machine Learning,REACHOUT (Research Education and Training Outreach),Jayaluxmi Indu
3268,Service life assessment of different concrete mixtures for corrosion resistant infrastructure,-,Muhammad Salman
3269,Training Health Care Workers of Nandurbar,-,Kannan Mani Moudgalya
3270,Indian Telecom Security policy,-,Manjesh Kumar Hanawal
3271,Pandemic Human Rights and The Future of Livelihood: An Empirical Evidence from Indian Economy,-,Rahul Suresh Sapkal
3272,"Numerical and physical studies on scaled down offshore platform sea cold water, conduit and mooring system in deep waters",-,Manasa Ranjan Behera
3273,Industry-Academia-NOST meeting,-,Krishna Pillai Kaliappan
3274,Evaluation of Epoxy Asphalt Modified Open Graded Friction Course and Dense Graded Asphalt Mixes,-,Dharamveer Singh
3275,Heat treatment optimization for enhanced mechanical performance of additively manufactured Mar-M 509 Co based superalloy using micromechanical testing and characterization,-,Nagamani Jaya Balila
3276,2022 Qualcomm Faculty Award,-,Biswabandan Panda
3277,Qualcomm Faculty Award 2022,Qualcomm Faculty Award,Mythili Vutukuru
3278,Pure Exploration over Bit-Constrained Channels,Qualcomm Innovation Fellowship,Nikhil Prakash Karamchandani
